Wisatawan Lokal,Review,Nama Tempat
True,"Setelah berjalan mendaki dan menyusuri jalan setapak menuju puncak bukit.. lelah segera terbayar dengan pemandangan yang wow luar bisa indah.
Hamparan debur ombak beradu dengan tebing karang sangat memanjakan mata.
Tak terasa beberapa jam telah berlalu tanpa disadari, saat menikmati keindahan pantai dari ketinggian bukit.",Pantai Kasap
True,Asal pinter pinter cari spot . Pasti luarrr biasaaa,Pantai Kasap
False,Lapangan yang baik,Pantai Kasap
True,Surganya pacitan,Pantai Kasap
True,Pantai yang sangat indah dan dikelilingi bukit-bukit yg seperti raja Ampat d Papua. Pacitan kota seribu Gowa namun bukan hanya Goa saja Keindahan Pantai nya tidak bisa diragukan lagi untuk dikunjungi saat Liburan bersama keluarga...,Pantai Kasap
True,Raja ampat pacitan view nya bagus banget..sekalian bisa mampir kali cokel sama watu karung..,Pantai Kasap
True,Tempat bagus,Pantai Kasap
True,Pemandangannya sangat bagus pantai nya cukup bersih,Pantai Kasap
True,"pantai kasap jadi tempat bersejarah buat aku dan suami. beneran bagus banget, raja ampat vibes yang dekat dengan rumah, ponorogo. usahakan dateng pagi biar ga terlalu panas di puncak.

masuk pantai kasap dan watu karung, htm nya 10.000 per orang kemudian parkir mobil 10.000 klo motor mungkin 5 ribu. tempatnya sayangnya kurang penempatan tempat sampah, sayang kalo hal ini ga diperhatikan lebih lanjut, selebihnya toiletnya banyak dan bersih.

mauke puncak bayar 3000 per orang dan ada caffe juga di ketinggian yang bisa dipake buat ngadem 😍😍",Pantai Kasap
True,Keren habis,Pantai Kasap
True,"Hati hati di jalan, pastikan & cek kondisi kendaraan anda dalam kondisi baik. Setelah sampai anda akan disuguhi pemandangan spt ini. Jika anda dr luar kota, ada baik nya jika menginap semalam. Bnyk homestay di sktran pantai kasap & jg di pantai watu karung (sktr 5 mnt dr pantai kasap). Nikmatilah lukisan alam yg hanya bs anda rasakan jika anda berada disini..",Pantai Kasap
True,"Pantainya bagus,ngk kecewa kalo kesini",Pantai Kasap
True,"Pantai hits Pacitan yg wajib dikunjungi, tiket masuk 10rb per orang dan parkir mobil 10rb, jalan dari parkiran ke pantai tidak terlalu jauh, dan banyak warung buka namun jam 17.00 warung banyak yg sudah tutup, ada 1 warung di dekat pantai yg tetap buka mungkin sampai malam ya, pantai asri dan ala ala Nusa penida hehe, saat saya kesini tidak terlalu padat jadi foto bisa bebas dari keramaian",Pantai Kasap
True,"Semua fasilitas komplit, jangan sampai memasukkan ATV di pantai ini.. ga bakalan nyaman lagi kayak di Klayar, berisik.",Pantai Kasap
True,Pantai pada umumnya ya 😄 sebelahnya pantai brecak,Pantai Kasap
False,Pantai yang sangat indah.. Bersih dan birunya natural banget... Jakarta pacitan.. Niat jalan jalan... Terbayarkan dengan ketakutan kami akan indahnya...,Pantai Kasap
True,Bagus banget. Jalanan menuju pantai enak halus sudah diaspal. Pantai nya bersebelahan dengan pantai watu karung semua sudah dikelola bersih,Pantai Kasap
True,"Jadi kemaren rencana mau ke sungai maron sebenernya, tapi berhubung semalem habis banjir dan air sungainya keruh jadi batal deh rencana awal mau ke maron. Tapi emang sebelumnya ada opsi mau ke pantai ini. Langsung gaslah kesini. Begitu sampai lokasi, Subhanallah.. view pantainya bagus banget! Banyak spot foto keren yang bagus untuk dicoba. Kemarin waktu kesini agak sepi pengunjung, next time coba ngecamp dipantai ini",Pantai Kasap
False,Tempat yg indah... Terbayar sudah perjalanan yg berliku2 dengan keindahan alam dan pantainya... Harga makanan jg gak mahal . for all its ok.tapi sayang gak ada sinyal...😀😀,Pantai Kasap
True,View bagus,Pantai Kasap
False,Banyak spot bagus untuk foto disini,Pantai Kasap
True,Indah tempatnya,Pantai Kasap
True,Recomend buat anak” maupun orang tua,Pantai Kasap
True,Banyak destinasi yang bikin adem di ati n memanjakan mata namun sayang pengelolaannya masih kurang profesional juga akses dari jalan raya terutama yang masuk dari arah wonogiri/solo masih bikin gemes,Pantai Kasap
True,Pantai yg sangat indah di Pacitan disamping Pantai Klayar... suasana sunrise & sunset dapat semua...Raja Ampatnya Jawa timur.. recommended pokoknya...😊,Pantai Kasap
True,view nya bikin nagih... raja ampatnya pacitan,Pantai Kasap
False,Ngopi asik,Pantai Kasap
True,"Akses jalan kesini gampang, harga makanan & minuman di sekitar cukup murah, banyak area yang bisa dipake buat camping & ada banyak shelter / pendopo buat berteduh.. Makin siang makin rame jd mending datang sebelum jam setengah 7 pagi",Pantai Kasap
True,😍,Pantai Kasap
True,Pantai yg sangat cantik dan cocok banget buat foto2 nih 👍🏻👍🏻,Pantai Kasap
True,nice,Pantai Kasap
True,"Raja Ampatnya Pacitan, Pantai Kasap. Sangat rekom untuk yang suka ngecamp. Bisa naik ke bukit lihat view pulau yang mirip Raja Ampat.",Pantai Kasap
True,Keren banget!!,Pantai Kasap
False,Nice beach,Pantai Kasap
True,cantik,Pantai Kasap
True,"The beach was quite good..white sand, big waves from indian ocean, do not try to swim here. I think people need to dump their trash in the correct place instead of the beach.

After the main road (wonogiri-pacitan), you will go through small road, through the villages.

Food is cheap !",Pantai Kasap
False,Pantainya bagus keamanan parkirnya kurang,Pantai Kasap
True,"Bagus, sayang parkiran motor terlalu pendek, moge susah buat naik ke parkiran motor",Pantai Kasap
True,Sooo beautiful ❤️,Pantai Kasap
True,"Viuwnya juosss dan perlu di buat Masjid dg km/Toilet banyaaak,terima kasih semoga tahun depan sudah tereksekusi sehingga pengunjungnya jauuuh lebih banyak sebab belum dimiliki oleh PANTAI MANAPUN ❤️",Pantai Kasap
True,Kerennya pantai ini udah another level viewnya,Pantai Kasap
False,Recomended place 👍❤,Pantai Kasap
False,"Tempatnya bagus bgt masih asri juga,kebetulan kesana pas tutup,jdi sepi bener"" kek private bgt,mulai susah sinyal setelah memasuki pedesaan",Pantai Kasap
False,Raja Ampatnya Jatim. Mantabb,Pantai Kasap
True,"G percuma klo orang bilang ni tempat raja Ampat Pacitan.. pantai kasap yg sekarang lebih keren dari pada ,3 or 4 THN yg lalu",Pantai Kasap
True,Good,Pantai Kasap
True,"Tempatnya baguss, sejuk dan indah",Pantai Kasap
True,Keren!!,Pantai Kasap
True,"Masuk tiket 10rb/orang dewasa 5rb/anak, untuk jalannya sebelum masuk pantai aksesnya sempit, buat simpangan 2 mobil agak susah, tp pantainya cakep bgt, nanti kalau mau foto di spot ""raja ampat pacitan"" nya bayar lg per orang 3rb dateng pagi bgt atau sore",Pantai Kasap
True,"Mau main di pantai bisa, mau lihat view dari atas juga bisa.
Rekomen banget lihat viewnya dari atas, kalo lagi musim hujan, bebatuan di tengah tengah laut banyak rumput hijau, cantiknya bukan main, bebatuan hijau yang menyatu bersama biru pekatnya laut. Bener bener raja ampat versi jawa ini",Pantai Kasap
True,"Pantai bagus dengan batu karang yang indah,dan pesona tebing yang menjulang tinggi,raja ampatnya pacitan jawa timur 👌👌👌",Pantai Kasap
True,Recomended buat camping,Pantai Kasap
False,Seru!!!! banget dan airnya juga bersih.,Pantai Kasap
False,"Gak nyesel dari solo berangkat pagi sampai lokasi disuguhkan pemandangan secantik ini🥰 dengan tingket masuk per orang 10k bisa nikmatin 4 destinasi wisata sekaligus yakni kali cokel dimana para wisatawan yang ingin naik perahu dan susur sungai ini sampai laut pun juga bisa dengan merogoh kocek 20k per orang, menikmati indahnya pantai kasap baik dari sisir pantai maupun dari atas tebing ini oh iya kalian juga bisa banget lo ngecamp disini, disebelah pantai kasap ada pantai bercak, pas aku kesana pantai ini lumayan sepi padahal weekend karena mungkin akses jalannya yg belum bisa dilewati bus(mungkin)/ masih banyak yg belum tau pantai ini, dan satu lagi yaitu pantai watu karung. Gak bakal nyesel sampai sini. Rasa cape diperjalanan terbayarkan dengan indahnya pantai ini🥰",Pantai Kasap
True,"Wonderfull Indonesia, avoid visit in weekend for long queque",Pantai Kasap
False,Mohon infonya lur. Kalo Mau ke pantai kasap apakah bisa di jangkau dengan mobil sedan. Dan gimana kondisi jalan nya apakah sudah bagus. Terimakasih sebelumnya bagi yg sudah berkenan jawab.,Pantai Kasap
True,Pantai yang cukup bagus view ya..,Pantai Kasap
True,"Wisatanya okelah ya kalau buat nyantui sama keluarga atau libur kantoran.
Banyak warung menjual makanan dan minuman dengan harga yang sportif anti kentel2 klub, harganya dicantumin gaes, jadi gausa takut dikibulin.
Wisata bintang 5, parkiran bintang 3,warung2 sekitaran lokasi bintang 4.
Mantab 🔥",Pantai Kasap
True,Pantai indah tersembunyi,Pantai Kasap
True,Indah sekali pemandangannga..tapi jauh dr kota,Pantai Kasap
True,Raja ampatnya pacitan,Pantai Kasap
True,"Indah, asri dan alami",Pantai Kasap
False,😂,Pantai Kasap
True,Keindahan alam yang luar biasa,Pantai Kasap
True,Sangat indah,Pantai Kasap
True,Raja Ampat Pacitan keren bngt,Pantai Kasap
True,Mantaps,Pantai Kasap
True,Raja ampatnya jatim,Pantai Kasap
True,Sesekali keluar melihat pemandangan pantai yang terdapat di pacitan tepatnya adalah pantai Kasap atau di sebut juga dengan julukan raja ampatnya pacitan,Pantai Kasap
True,"Pantainya bagus dan luas. Seperti sedang di Raja Ampat. Orang-orang menyebutnya Raja Ampatnya Pacitan. Untuk tiket masuknya 15.000. Bisa buat ngecamp. Parkir motor 5.000, kalau mobil kurang tau. Bisa naik perahu juga. Kalau mau foto di spot Raja Ampatnya bayar lagi 3.000.",Pantai Kasap
False,Kerennnn,Pantai Kasap
True,Asyik dan mempesona sekali pemasangan yg  tak ada dua nya,Pantai Kasap
True,Pantainya bagus bener2 Raja ampatnya pacitan,Pantai Kasap
False,🌞,Pantai Kasap
True,View mantap...wahana menarik...akses jalan sempit...akses jalan ke spot foto raja ampat berbatu...klo hujan sangat becek...kdepan nya mngkin bisa di cor..biar lbih mantap,Pantai Kasap
True,"Raja ampatnya pacitan nih,,, untuk melihat keindahan ala raja ampatnya kita harus naik ke atas tebing nih yg lumayan tinggi, tapi sampe puncak capeknya terbayar dg pemandangan ala raja ampatnya,,,, nice beach in east java😍👍😀",Pantai Kasap
True,"Yang bikin suka itu ada gardu pandangnya
Di sana pamandangan betul² luarr biasa kayak raja ampat
Ada cafe di lereng bukit juga dengan pemandangan pantai
Disitu kita bisa menikmati keindahan alam, dipadu dengan secangkir kopi ataupun semangkuk mie rebus
Eitsss....jangan salah, harga makanan di sini terjangkau banget lohh....padahal mw naik butuh perjuangan....",Pantai Kasap
True,"Bagus bangett,,Raja Ampat Pacitan😍😍",Pantai Kasap
True,Tempat favorit lebih dr 5x kesini,Pantai Kasap
True,Pantai yg baru di perbaiki,Pantai Kasap
True,"Kesini bulan September 2021. It was so beautiful, katanya mirip gugusan di Raja Ampat ya, tapi ini di pacitan. Sunset disini indah banget, cuma harus hati2 kalau terlalu malam. Karena akses jalan kesini gelap kalau sudah petang, jarang rumah penduduk dan agak naik turun.",Pantai Kasap
True,Pemandangan yg indah...,Pantai Kasap
True,Pesona Raja Ampatnya Jawatimuran,Pantai Kasap
False,ga kecewa,Pantai Kasap
True,Keren loh disini,Pantai Kasap
True,Pasukan instatory wajib datang.,Pantai Kasap
True,Pemandangan nya bagus. Pantainya sepi . Ada homestay. Akses jalan susah hanya bisa dilalui 1 mobil. Susah jika berpapasan dengan mobil lain. Akses jalan susah jika untuk bis besar,Pantai Kasap
False,Keren masih asri,Pantai Kasap
True,"Pantai yang indah,, sayang akses jalannya sempit",Pantai Kasap
True,Pantai cocok buat foto terbaik,Pantai Kasap
True,Raja ampatnya pulau jawa. Pas kesana dpt view cerah dan senjanya cantikkk,Pantai Kasap
True,Pantai yang biasanya disebut raja ampatnya pacitan,Pantai Kasap
True,💖,Pantai Kasap
True,"masyaAllah cakep bgt.. pantainya luas, fasilitasnya banyak.. sebelah sebelahnya masih banyak pantai pula.. trus bisa naik perahu pula sampe ke tengah laut👍🏻👍🏻",Pantai Kasap
True,Pemandangan yang indah,Pantai Kasap
False,🌊,Pantai Kasap
True,Salah satu destinasi wisata yg wajib dikunjungi...jika anda berkunjung ke kota Pacitan...bnyak pemandangan yg jarang dilihat jika anda berada di kota besar. Pokoknya amazing,Pantai Kasap
True,Tempat healing,Pantai Kasap
True,Belum pernah kesana,Pantai Kasap
True,"Sudah 2x kesini. Pemandangan bagus. Akses mudah.
Ada wahana sysur sungai/laut pakai perahu, dan ada juga pantai tersembunyi",Pantai Kasap
True,Pantai masih asri  mantab,Pantai Kasap
True,"Wah sangat indah pantai kasap ini ,hanya perlu jalan sedikit untuk melihat pemandangan seindah ini , perlu perjuangan 😆, htm 10.000 per orang",Pantai Kasap
True,Best lah,Pantai Kasap
True,Pemandangan alam selalu indah... ada part yg bisa buat mendirikan tenda,Pantai Kasap
False,Kurang akurat,Pantai Kasap
False,Terbayar dgn keindahan alam dan ramahnya pedagang dan pengelola homestay...# selalu jaga kebersihan selama di sana Yoo gaess,Pantai Kasap
True,Luar biasa,Pantai Kasap
True,"Bagus,bersih ,ondah menyenangkan",Pantai Kasap
True,Indah,Pantai Kasap
False,bagus sayang jalam akses kurang lebar,Pantai Kasap
True,"Pantai yang sangat indah , raja ampat nya jawa . Wajib di kunjungi bro kalau kalian mampir ke kota pacitan saalh satu destinasi wisata yang bagus keren di kota pacitan ... See u next time
Thank's pacitan",Pantai Kasap
True,Naik perahu dari kali cokel... asyik banget...sampai laut dg perahu kecil bener2 memacu adrenalin... luar biasa pengalaman kali ini,Pantai Kasap
True,"tidak salah disebut raja ampat pacitan, meski harus mendaki bukit tapi terbayarkan ketika sudah sampai di atas melihat pemandangan yg eok serta spot foto terbaik, untung datang pas cuaca cerah..jadi bisa maksimal explorenya",Pantai Kasap
False,Pantainya bagus tp jalannya susah dan naik turun,Pantai Kasap
True,"Terkenal seperti raja ampat, dan ada 1 cafe di atas dengan view yg bagus dan harga murah.",Pantai Kasap
False,Pantainya bagus rekomen banget buat yang lagi pengen liburan.,Pantai Kasap
True,salah satu spot sunset terbaik di pacitan,Pantai Kasap
False,Raja ampatnya pacitan jatim,Pantai Kasap
True,"Tempat nya bagus banget 🤩✨
Nyaman, oke, keren. Recommended banget!💯",Pantai Kasap
False,Pantai kasap buka tdk ya untk sebelum natal ?,Pantai Kasap
False,"Pantai yang sangat indah,",Pantai Kasap
True,"Pantai Kasap, Pacitan Jawa timur, bersebelahan dgn timurnnya pantai Watukarung, pantai Kasap tergolong pengelolaannya masih baru namun lokasinya sangat indah dan membuat pengunjung nyaman sejuk rasanya ingin lama lama di sana dan juga kas perbelanjaan sufenir2 perhiasan terbuat dari batu fosil2 yang bagus",Pantai Kasap
True,Bagus,Pantai Kasap
True,"Tiket masuk 10rb
Bisa camp dan ada penginapan deket pantai kasap harga 250rb
Harga makanan bersahabat dan tentunya enak
Kamar mandi bersih dan rapi",Pantai Kasap
True,Raja ampatnya Pacitan.,Pantai Kasap
True,Good,Pantai Kasap
True,Pemandan bagus saya suk,Pantai Kasap
True,"Bagus sekali, bersih, jajanannya juga murah. Ga nyesel jauh² ke sini.",Pantai Kasap
False,"Perjalanan jauh yg cukup bikin capek terbayar pas sampai sini, pantai nya bagus makanan diwarung tergolong murah padahal itu daerah wisata,biasa nya kalo di daerah wisata makanan nya mahal mahal, tapi kalo disini murah pol homestay juga murah 250 an buka pintu kamar depan langsung pemandangan pantai
Gak rugi deh kalo kesini",Pantai Kasap
True,"Dekat pantai watu karung, dikenal sebagai raja ampatnya pacitan karena jejeran pulau pulaunya. Musim kemarau akan lebih  terlhat cantik karena airmya jernih..musim hujan airnya keruh dan terlihat jelas batas antara keruh dan jernih. Akses mudah dan mulus, fasilitas mck tersedia. Warung makan dan kopi banyak. Tersedia view tepi pantai hingga puncak bukit. Lahan parkir cukup luas",Pantai Kasap
True,"Bagus
26112021",Pantai Kasap
True,Keren pantai kasap memang dijuluki raja ampat di jawa,Pantai Kasap
False,bagus banget fixx,Pantai Kasap
True,Similar to raja ampat.,Pantai Kasap
True,"The beach isn't for them who wish to play with the waves. It has a lot of rock and coral which can cause injury. The main attraction here is the hill along the beach. You can take a stroll and enjoy the heavenly scenery. There are also a plenty of homestay for you who wish to spend the night. I don't have the information on how much it cost though. But i attach a picture of one of the homestay i found there for you to contact.
As a holiday spot, food is not a problem as the local sells their dishes to the visiter. The price is fortunately reasonable too.

The ticket cost IDR10.000 per person and a parking fee for a car is also IDR10.000",Pantai Kasap
True,Menggeh menggeh munggahe....Suuum..😂😂...#Tapi terbayar kan dgn keindahan nya..👍.. #,Pantai Kasap
True,"An amazing trip to Pantai Kasap. Perjalanan jauh terbayar dg keindahan pantai yang MasyaAllah... Benar2 raja ampatnya pacitan. Untuk dapat view yang amazing hrs naik bukit dl. Tapi tenang bukit nya tdk terlalu tinggi. Tapi pas kami ksna licin krn semalaman turun hujan. Pemandangan dari atas bukit sangat indah. Di pantai, airnya juga bening, batu karangnya indah2.. Sayangnya ombak besar jadi tdk berani lama2 bermain di pantai.. Di sekitar pantai ada banyak warung makanan. Masakannya enak bgt, bumbunya terasa. Ndak rugi maem d sana. Ada jg yg jualan batu dan aksesoris.
Untuk akses jalan yang dilalui berliku-liku khas daerah pegunungan. Jalan blm begitu luas jadi bis tidak bisa masuk. Tapi tenang aja ada angkutan shuttle.
Pas saya ksna kabarnya wisata belum dibuka, tapi pengunjung sdh lumayan ramai, dan parkiran penuh. Gmn seandainya sdh dibuka ya pasti parkirannya ndak cukup. Ini salah satu kekurangannya, kurang luas tempat parkirnya..
Over all,,, benar2 pengalaman yg luar biasa bisa mengunjungi tempat ini. Next mau lagi klo diajak ksni..",Pantai Kasap
